,,,Hist1h2ac,Slc22a2,Cxcl16,Tnni3,,,,,,,,,Arhgef4,,Jup,Med23,Gm15429,Tmem160,,,,Kcnd3,,Pik3r2,,,,Amigo1,Prlr,Dpy19l3,,,,,,,Nhlh2,Neat1,Il17ra,Hydin,Slc35f1,Nkx6-2,Txn1,,,,,,Psmb3,Taz,Vasp,,,,,,,,,
,,,Ctr9,Tpd52l1,Fads3,Hist1h1c,,,,,,,,,Abhd1,,Eng,Proca1,Ganab,Med9os,,,,Nsmf,,Exoc3l,,,,Dnmbp,Sfswap,Apool,,,,,,,Gm16835,Chd1,Ryr1,Nkain2,Ufsp2,Layn,Ebp,,,,,,Faf1,Pim1,Abhd1,,,,,,,,,
,,,Acss1,Bsg,Gm38944,Vps37d,,,,,,,,,Higd2a,,Gna15,Mycbp2,Iars2,Sec62,,,,Tnk2,,Pigyl,,,,Ccne2,Rgl3,Rbbp4,,,,,,,Dmtn,Pnpla2,Osbpl1a,Rd3,Epha3,Marcksl1,Slc12a5,,,,,,Zfp280d,Psmd7,Vcl,,,,,,,,,
,,,1110032A03Rik,Rab44,Gm45470,Gm44421,,,,,,,,,Lypla2,,H2-T-ps,3830406C13Rik,Cmip,mt-Rnr1,,,,Ncln,,Cxxc1,,,,Mt1,Nisch,Ap1s1,,,,,,,Gm40557,Slc36a4,Tmem14c,Plekhn1,Psat1,Akt1s1,Car4,,,,,,Nktr,Mms19,Serpinf1,,,,,,,,,
,,,Glod5,Bckdha,Gm25395,G0s2,,,,,,,,,Lemd1,,Dpm3,Rpl38,Camk2g,Rps20,,,,Tecpr1,,Tmem201,,,,Mst1r,Rbp4,Sel1l3,,,,,,,Cdkl3,Ppp3r2,Sirt3,Nckap1,Plekhf1,Tmem121,Sdhb,,,,,,Fibin,Ptpn14,Gm14412,,,,,,,,,
,,,Tmem37,Flcn,Rock2,Trpc3,,,,,,,,,Gm26513,,Gm26881,Ndufaf2,Tspoap1,Mydgf,,,,Timm50,,Cuta,,,,Slc39a11,Chchd10,Dpp7,,,,,,,Cyp11a1,Mios,Tmem246,H2-Q4,Ufc1,Ncam1,Rprd2,,,,,,Nomo1,Cnksr1,ENSMUSG00000118038,,,,,,,,,
,,,Atg9b,ENSMUSG00000116940,AW112010,,,,,,,,,,Thap7,,Bop1,Gm15501,Amfr,Hsbp1,,,,Mir124a-1hg,,Tnrc18,,,,Cyp2c53-ps,Furin,Clec4a2,,,,,,,Chic1,Fgfr1op,Mrps25,Csde1,RF01962,Daw1,Mrpl23,,,,,,Fxr2,Il6ra,Lyrm2,,,,,,,,,
,,,Sema3b,Mcat,Ifi203,,,,,,,,,,Fam96b,,Pik3r2,Dleu2,Slc17a7,Cox8a,,,,Tmem151a,,Mon1a,,,,Slco1c1,Pcif1,Capn2,,,,,,,Sstr2,Kcnh5,Myo1d,Tsn,Paip1,Efhc1,Txnip,,,,,,Trp63,Simc1,Gm26881,,,,,,,,,
,,,Amdhd1,Dlst,Gm24336,,,,,,,,,,Hepacam,,Ak4,Srpr,Fchsd2,Snrpe,,,,Fam173a,,Bola2,,,,Apex1,Zfp13,Ces4a,,,,,,,Gdpd4,Cdc73,Nlrc5,Spag17,Mff,Mib2,Rabepk,,,,,,Dpy19l3,Gnl2,Prr29,,,,,,,,,
,,,ENSMUSG00000116903,Psma6,Paqr9,,,,,,,,,,Brd8,,,Rps29,Ccdc149,Mettl26,,,,6-Mar,,Clip2,,,,Cd209f,Kng2,Aadat,,,,,,,Xpo4,Tgfbr3,Gjb1,Ddo,Sntg1,Snx18,Bcs1l,,,,,,Sucla2,Btf3,9-Sep,,,,,,,,,
,,,Afg3l1,Hacd2,Ralb,,,,,,,,,,Atp6v0c,,,Siglech,Zfp647,Mgst3,,,,Jun,,Ndufaf8,,,,Mup-ps12,Acd,Gm26967,,,,,,,Tmod1,5430405H02Rik,Slc2a6,Gramd1a,Plk4,Tmem104,Hsbp1,,,,,,Med13l,Rps3a1,Irgm2,,,,,,,,,
,,,Tmem52,Sat1,Ptgr1,,,,,,,,,,Twf2,,,Trappc2l,Gmeb2,Tmsb10,,,,Rtn4r,,Men1,,,,Gmeb2,Rpl8,Timmdc1,,,,,,,Gm2115,Gm46218,Tmem44,Bmp7,Abi1,Sspo,Cox8a,,,,,,Nfkbib,Siah1a,Hcn2,,,,,,,,,
,,,Tfr2,Kcnk3,Hoga1,,,,,,,,,,Slc25a37,,,0610009O20Rik,Znfx1,Sod1,,,,Map3k11,,Rex1bd,,,,Gm15408,Zfp384,Ghitm,,,,,,,Cyb5a,Gm11613,Pld3,Carmil3,Stk38l,Fxyd2,Fam96b,,,,,,Etf1,Gm15545,Mrps36,,,,,,,,,
,,,Sdhd,Gm12892,Rps24,,,,,,,,,,Ccdc88b,,,Smpd3,Sik3,Guk1,,,,Ccdc12,,Fam222a,,,,Idh2,Cul9,Tmem167,,,,,,,Prss22,Colec12,Anapc2,Proca1,Far2,Lrrc45,Nr3c2,,,,,,Cyr61,Dhtkd1,Bmp1,,,,,,,,,
,,,Csde1,ENSMUSG00000118229,Emc1,,,,,,,,,,Myh7,,,Ndufb3,Ern1,Rps28,,,,Tpgs1,,Slc22a17,,,,Ly6d,Tmem98,A630031M04Rik,,,,,,,Gng11,Sp3os,Diaph3,BC051019,Stx17,Nnat,Fam163b,,,,,,Psmc2,Zfp384,S100a16,,,,,,,,,
,,,Cyth1,Timm44,Upp2,,,,,,,,,,Pxmp2,,,Clcn6,Pdxdc1,D130019J16Rik,,,,Lmna,,Rbck1,,,,Mcm5,ENSMUSG00000117679,Gm21286,,,,,,,Cdc34,Sgk1,Atp6v0b,Hba-a1,Ogfrl1,Sall3,Prpf31,,,,,,Lgmn,Phf3,Isca2,,,,,,,,,
,,,Pemt,ENSMUSG00000116656,Nid2,,,,,,,,,,Crip2,,,Cox7b,Stxbp1,Slirp,,,,Cntfr,,Nckap5l,,,,Ppp4r4,Kit,Hfe,,,,,,,Paqr7,B230206I08Rik,Hspd1,Cfap100,Ube2k,Calml4,Uqcrb,,,,,,Gm48199,Ube2j1,Rmdn1,,,,,,,,,
,,,Pitpnm2os1,Qdpr,S100a10,,,,,,,,,,Tceal6,,,S100a10,Csf1,Tmem141,,,,Map7d1,,Bcan,,,,Prc1,Chrd,Mup5,,,,,,,Hs3st2,Ufd1,Mrrf,Mrgpre,Jak1,Rhpn1,Hsph1,,,,,,D2hgdh,Gm30735,Ptpa,,,,,,,,,
,,,C77080,Ssbp4,Ilk,,,,,,,,,,Nckipsd,,,Gm48181,Rtel1,Ramp1,,,,Zbtb7a,,Ndufs7,,,,Snx33,ENSMUSG00000117780,Mfsd8,,,,,,,C920021L13Rik,Fbxl5,Ruvbl1,Ap5z1,Vsnl1,Npr2,Rangrf,,,,,,Tmem38b,Stt3b,Serpine2,,,,,,,,,
,,,Adi1,Cd320,Crnde,,,,,,,,,,5-Sep,,,Gm10443,Nr4a1,Rps23-ps1,,,,Ahdc1,,Kcp,,,,Irf2bp2,Ly6g,Shcbp1,,,,,,,Guf1,Farp1,Esrrb,Glrx,Grsf1,Susd2,Ctss,,,,,,Slc43a1,Akap8,Cnga3,,,,,,,,,
,,,Slc2a5,Acot5,Gm2830,,,,,,,,,,Gadd45a,,,9930104L06Rik,C1qtnf1,Ndufs6,,,,Mypop,,Slc6a9,,,,Klhl3,Kctd13,Mup-ps14,,,,,,,Ppme1,Ptgds,Nefl,Pld3,Zkscan5,Cfap77,Abhd2,,,,,,Map3k14,Gm44117,ENSMUSG00000118292,,,,,,,,,
,,,Slc31a1,Zbtb39,Aida,,,,,,,,,,Rpl3,,,Gm10275,Gm7785,Mrpl13,,,,Zfp771,,Btbd2,,,,Fxyd7,Dsg1c,Hprt,,,,,,,Lancl3,Timp3,Gpr176,Crabp1,Ifit2,Slc22a17,Rpl39,,,,,,Ola1,Srrm2,Col4a2,,,,,,,,,
,,,Ankmy2,Rab34,Hsbp1,,,,,,,,,,Lrfn4,,,Ndufc1,Lmnb1,Ndufv3,,,,Lgals8,,Mt3,,,,1810010H24Rik,Tmem53,Cyp2j5,,,,,,,Myt1,Itgav,Arl8a,Tubb2b,Eloc,Irs4,Nras,,,,,,Klf15,Rps25,Inppl1,,,,,,,,,
,,,Pla2g12a,Grk6,Samd9l,,,,,,,,,,Pvt1,,,Rps17,Marveld1,Rpl13a,,,,Radil,,Rell2,,,,Cyp2j6,Crhr2,Gm12250,,,,,,,Slc7a10,Sun2,Angptl6,Dock8,Ss18l2,Ccdc151,Ubp1,,,,,,1700001O22Rik,Ccdc57,Parm1,,,,,,,,,
,,,Gltp,Slc40a1,Pcdh12,,,,,,,,,,Jph3,,,Nop10,Slc7a1,Bfar,,,,Ndufa11,,Abhd17a,,,,ENSMUSG00000118076,App,Kcnt2,,,,,,,Ncam2,Kcnb2,Plxnb3,Odf3b,Fgf12,S100a6,Trappc2l,,,,,,Zbtb44,Eif4ebp2,Ndufaf7,,,,,,,,,
,,,Lclat1,Gramd1b,Hoxb2,,,,,,,,,,Thy1,,,4933434E20Rik,Vps11,Rgcc,,,,Fscn1,,Romo1,,,,D630033O11Rik,Wdr90,Sc5d,,,,,,,Mea1,Arhgef33,Numb,Lhfpl4,Stau2,Lrp10,Edf1,,,,,,Ctdsp2,Acap2,Aga,,,,,,,,,
,,,Serhl,Zfp653,Cryzl2,,,,,,,,,,Ddx42,,,Lsm7,Epha8,Rpa3,,,,Slc39a3,,Soga3,,,,Dhrs7,9330121J05Rik,Lonp2,,,,,,,Pik3r6,Pole,Wars,B230217C12Rik,Inpp4b,Cfap45,Higd1a,,,,,,Tmem119,Car14,Slc25a19,,,,,,,,,
,,,Trp53,Gk5,Il2rg,,,,,,,,,,Cnga3,,,Rps27l,Rnf31,Sem1,,,,Capn15,,Arl2,,,,Ces1f,Dzank1,9130409I23Rik,,,,,,,Lrif1,Gm42940,Gps1,Ppp1r32,Pole,Cxcr4,Gns,,,,,,Txnl1,H3f3b,H2-Ab1,,,,,,,,,
,,,Ptpn14,6-Mar,Map2k6,,,,,,,,,,Efnb3,,,Cox7a1,Atp11a,Lamtor4,,,,Ankrd13b,,Igsf8,,,,Ghr,Camta2,Ugt2b5,,,,,,,Pkp4,Ntrk2,Grk5,Srl,Cinp,H2-K1,Pnp,,,,,,Gdnf,Akt2,Cavin3,,,,,,,,,
,,,Cdkn1a,Ctsz,Ascc1,,,,,,,,,,Kdm1a,,,Rps6-ps3,Chrnb4,Lxn,,,,Cbx4,,Cep170b,,,,Cyp4a12b,Mta1,Ntrk2,,,,,,,Txndc11,Gm44559,Coq4,Lmf1,2-Mar,Zfr2,Cdh2,,,,,,Ddx1,Srrm1,Mterf2,,,,,,,,,
,,,Pttg1ip,Trim66,Rras,,,,,,,,,,Eif3f,,,Ndufa5,Scube3,Mrpl48-ps,,,,Arvcf,,Cacna2d4,,,,Iigp1,Pigs,Elovl6,,,,,,,Tpst1,Ino80dos,Rcn1,Dlx6os1,Gm15631,Fam167a,Cenpx,,,,,,Mest,Nsun2,Actg1,,,,,,,,,
,,,Kcnj14,Fahd1,BC035947,,,,,,,,,,Paox,,,Snrpg,Ppp6r1,Gm10120,,,,Matk,,Ruvbl2,,,,Gm13775,Sds,C4a,,,,,,,Notum,Gm12905,Btd,5930420M18Rik,Ociad2,Serinc2,Chmp5,,,,,,Rnf11,Det1,Zfp934,,,,,,,,,
,,,Gnpat,Uqcrfs1,Sfrp1,,,,,,,,,,Dhcr24,,,Med21,Igf2r,Ppp1r11,,,,Fam131c,,Mier2,,,,Csf2rb,Sema4b,Sult2a8,,,,,,,Lrrc29,Gm26982,Slc37a4,Gm33543,Col4a3bp,Galr1,Amt,,,,,,Urm1,Rsbn1l,Ostc,,,,,,,,,
,,,1700008J07Rik,Gm3375,Tbc1d10b,,,,,,,,,,Hcrtr1,,,Uqcr11,Rtn4rl2,1110008P14Rik,,,,H2afj,,Phf21b,,,,Ginm1,Tacc2,Cd59b,,,,,,,Usp16,G630016G05Rik,Chid1,Jag2,Stard4,1700001C02Rik,Atp5h,,,,,,Fgfbp1,Mt2,Arap1,,,,,,,,,
,,,Lrrc27,Fgf18,Ptgfrn,,,,,,,,,,Ccdc28a,,,Med31,Zmym3,Gm11361,,,,Ssbp4,,Inhbb,,,,Hsd17b12,Deaf1,Hapln1,,,,,,,Proser2,Sema3c,Cecr6,Stx16,Fam169a,Cbarp,Emc2,,,,,,Fahd2a,Naca,Eif4e1b,,,,,,,,,
,,,Apobec1,Cldn1,Gbp4,,,,,,,,,,Atp5d,,,Rps26,Lamc3,Cenpx,,,,Gm26703,,Lamtor4,,,,Mlec,Rnf220,Cnot8,,,,,,,Fgfrl1,Lrch2,Lrp4,2810403A07Rik,Agk,Arsb,Stxbp1,,,,,,Appl2,Usp16,Tmem266,,,,,,,,,
,,,Prkag1,Gpr160,Fkbp11,,,,,,,,,,Reps1,,,Unc13a,Zfp516,Fxyd2,,,,Nrxn2,,Msi1,,,,Gm21885,Slc12a9,Hif1a,,,,,,,Map3k2,Col19a1,Sec61a1,Dlx5,Fam213a,Smo,Psma3,,,,,,Riox2,Mta2,Armc6,,,,,,,,,
,,,Tdrd3,Gm9992,Fam192a,,,,,,,,,,Zmynd15,,,Fkbp2,Gbe1,Magt1,,,,Prpf40b,,Ap5z1,,,,Fmo4,Cd300lg,Pclaf,,,,,,,Ofd1,Zscan25,Copz1,Ttc9c,Bnip3l,Lman2,Ndufs6,,,,,,Gm10260,Gm36445,Fn1,,,,,,,,,
,,,Tuba1a,Hgsnat,Rcn1,,,,,,,,,,Sstr3,,,Xpo5,Bbs1,Rpl37a,,,,Tmem132a,,Klc1,,,,Stard8,Ubap2,Mup1,,,,,,,C1qb,Bst1,Eno1,Gm37711,Dram2,Maats1,Gcsh,,,,,,Dnajc11,Hpd,Ccdc189,,,,,,,,,
,,,Gm2065,Tinagl1,Ctsw,,,,,,,,,,Gm30075,,,Rpl37rt,Pabpc1,9630010A21Rik,,,,Uncx,,Mrps12,,,,AL591207.1,Zfp579,Dct,,,,,,,Ndrg1,1700123K08Rik,A230001M10Rik,Kptn,Tmem56,Ttc34,Sipa1l1,,,,,,Gm5860,Krt18,Cdr2,,,,,,,,,
,,,Pdk2,Rps6,Rabep2,,,,,,,,,,Phf7,,,Gm10076,Vav2,Gm38414,,,,Nacad,,Junb,,,,Lzic,Rpap1,Mup2,,,,,,,Glcci1,Zfp90,Eef1a2,Thop1,Dcun1d4,Cdc42ep1,Ep300,,,,,,Ret,Bnip3l,Thoc6,,,,,,,,,
,,,Rgs19,Cirbp,Hmgn3,,,,,,,,,,Rnf207,,,9130401M01Rik,Zxdb,2300009A05Rik,,,,Rlf,,Esrra,,,,Enpp1,Ccdc57,Mpp1,,,,,,,Chmp5,Ap1g2,Spats2l,Gm37464,Cacnb2,Adgb,Taf10,,,,,,Tmem126b,Mid1,Nt5dc2,,,,,,,,,
,,,Ldlrap1,Arl5a,Iqgap1,,,,,,,,,,Kctd10,,,Gm37718,Mylk4,Rps27,,,,Hbb-bt,,Aes,,,,Ube2c,Plcxd1,H2-Q2,,,,,,,Tnnc1,Gm47108,Chrdl1,Celsr1,Pik3r3,1700016K19Rik,Anapc16,,,,,,Rsu1,9130230L23Rik,Wbp1,,,,,,,,,
,,,Gm2415,Snx21,Atp6v1c2,,,,,,,,,,Abhd17a,,,B9d1,Nedd4,Gm47087,,,,Ccdc124,,1700023F06Rik,,,,4930402H24Rik,Pcbp4,Kcna2,,,,,,,Ly6e,Abca8b,Hdlbp,Gabra1,Tfdp2,Vps37b,Faim,,,,,,Ten1,Rps3a2,Pkm,,,,,,,,,
,,,Gm42814,Llgl2,Trp53i11,,,,,,,,,,Cth,,,Timm8b,Mvb12b,ENSMUSG00000116735,,,,Wnt7a,,Rnf126,,,,Pbld2,Mapk7,Vsig4,,,,,,,Vopp1,Idh2,Hrh1,Inpp1,Blm,Ccdc78,Uqcrfs1,,,,,,Ovgp1,Elk4,Sdhc,,,,,,,,,
,,,C130074G19Rik,Cabcoco1,Grk5,,,,,,,,,,Yjefn3,,,Rpl10a-ps1,Zfyve1,Rpl37,,,,Pik3r2,,Klc2,,,,Adh4,Cyp4b1,Cbfb,,,,,,,Gimap5,Adcyap1r1,Sh3glb1,Sdsl,Eif2ak3,Psd,Chchd1,,,,,,2310069B03Rik,Vars,Rfesd,,,,,,,,,
,,,Lhfpl2,Rab23,Rasl12,,,,,,,,,,Pdlim7,,,Fam162a,Cox15,Ccdc58,,,,Exoc3l,,Plppr3,,,,Stat1,Ppp1r12b,2200002D01Rik,,,,,,,Lamtor4,Ap4b1,Aldh1a7,Dlec1,Tmem18,AI467606,Pin4,,,,,,Alad,Dpm1,Rcn1,,,,,,,,,
,,,Acads,Lims2,Iqsec2,,,,,,,,,,Gm15564,,,Tmsb4x,Pcyox1,Rps11-ps1,,,,Pigyl,,Tbkbp1,,,,Cd1d2,Spen,Hpx,,,,,,,Sult1a1,Braf,Klk8,Megf9,Rbms3,Prkcsh,Sdhd,,,,,,Amd1,Ankrd10,Afg3l1,,,,,,,,,
,,,Serf1,Tns1,Tcl1,,,,,,,,,,Cyp26b1,,,B230112I24Rik,Cdc42bpb,Gm42783,,,,Cxxc1,,Rilpl1,,,,Gm43158,Gypc,Hibadh,,,,,,,Npat,Ppargc1a,Rnf43,Dnali1,Dld,Col5a3,Cct4,,,,,,Gm45495,Rnf10,Dio2,,,,,,,,,
,,,Ppfibp2,Miga2,Gm24270,,,,,,,,,,Vkorc1l1,,,Trappc10,Kdm4a,Atp5h,,,,Tmem201,,Kcne1l,,,,Cpsf7,Pitpnm2,Ccnb1,,,,,,,Dcun1d2,Helq,Dopey2,Dusp18,Eif4a2,Pfkfb4,Nlgn2,,,,,,Gm45774,Psmd1,Slamf9,,,,,,,,,
,,,Tuba1b,Gm14326,Garnl3,,,,,,,,,,Pigyl,,,Pggt1b,Gfy,Zfp652os,,,,Cuta,,Gpt,,,,Vkorc1l1,Zfp653,Dcaf12l1,,,,,,,Zfp120,Stard5,Trap1,Gm29374,Prkg2,Mmp17,Timm23,,,,,,Klhl38,Tgfbr1,Dsp,,,,,,,,,
,,,Ccno,Hcn2,Ndufaf5,,,,,,,,,,Arhgef37,,,Bola1,Grk6,Gm5526,,,,Tnrc18,,Paqr7,,,,Sorbs3,Abca7,Ifi27,,,,,,,Gm17641,Zufsp,Clec2d,Nes,Aldoc,Tert,Rpl13a,,,,,,Col24a1,Usp11,Elp6,,,,,,,,,
,,,Lrrc69,Ric3,Arpin,,,,,,,,,,Morc4,,,Polr2f,Spock2,Churc1,,,,Mon1a,,Asb6,,,,Gm3953,Hspb6,Gm17634,,,,,,,Rasgef1c,1810024B03Rik,Alpl,Tpd52,Prdx4,Ruvbl2,Vti1b,,,,,,Impa2,Taf4,Mrm2,,,,,,,,,
,,,Cyp4b1,Pdhx,Pkd2l2,,,,,,,,,,Fstl5,,,Brd2,Tfdp1,Rpl35a-ps4,,,,Gpr101,,Hps4,,,,Rgn,Lat2,Sec22a,,,,,,,Mctp1,Crybg2,Tonsl,Actr2,Zfp955a,Hsf1,Smu1,,,,,,Tmsb4x,Tmco6,Preb,,,,,,,,,
,,,Dpyd,Gm28874,Stat1,,,,,,,,,,Kctd1,,,Gm10169,Timm29,Gm10801,,,,Bola2,,Palm,,,,Clic5,Stab1,Ost4,,,,,,,Gm20405,Gm25129,Ahsa1,Tcf3,Sptssb,Ubr4,Tomm7,,,,,,Decr1,Dek,Ndufs5,,,,,,,,,
,,,Asna1,Ccdc138,1810022K09Rik,,,,,,,,,,Gm26703,,,Sf3b6,Tmem63b,Gm15385,,,,Clip2,,Nt5c3b,,,,Ovgp1,Gm15883,Nudcd1,,,,,,,Txnip,Fnip1,Gm44798,2410004P03Rik,Ccdc50,1700088E04Rik,Becn1,,,,,,Oat,Aox2,Rfxank,,,,,,,,,
,,,Adtrp,Abhd15,Gm4890,,,,,,,,,,Mex3d,,,Mob4,Rbm22,Edf1,,,,Ndufaf8,,Lxn,,,,Serpina5,Ncln,Psmb8,,,,,,,Stx1a,A830082N09Rik,Tle6,Tomm34,Mapk8,Srrm1,1110059E24Rik,,,,,,Peg13,Sorbs2os,Ndufs8,,,,,,,,,
,,,Cdkal1,Pqlc1,Hist1h4i,,,,,,,,,,Mtfp1,,,Gm7730,Fam149a,Ndufa6,,,,Kcnj13,,Obsl1,,,,Rpl14,Prelid2,Slc22a1,,,,,,,Mrvi1,Col6a2,Gm4735,Rgs9,Jakmip2,Armc3,Rps17,,,,,,Fer1l6,Ankrd39,1700021F05Rik,,,,,,,,,
,,,Prdx3,Atp5b,Nbdy,,,,,,,,,,Rpl4,,,Commd1,Vat1l,Pfdn2,,,,Men1,,Mul1,,,,Kcnb1,Slc16a5,Il18bp,,,,,,,Gm44214,Nyap2,Lrrc75b,Slc12a4,Cdk14,Ryr1,Gm15772,,,,,,Sec16a,Nfkb2,Bloc1s5,,,,,,,,,
,,,Mark3,Mcrs1,Sdhaf2,,,,,,,,,,Cpsf7,,,Xlr3a,Ddx42,Taf10,,,,Rex1bd,,Leng1,,,,Gm36435,Gm44891,Cd86,,,,,,,Gm44829,Nrip1,Heatr1,Proser3,Socs5,Cep131,Nynrin,,,,,,Tmem143,Slc15a2,Dpysl3,,,,,,,,,
,,,Syt12,Tmem65,Tubb5,,,,,,,,,,Nudt16l1,,,Gng5,Agk,Trim2,,,,Fam222a,,Mlf2,,,,Cyp4a14,Slc7a6os,Arsb,,,,,,,Fam199x,Abhd18,Brk1,Tenm1,Usp15,Gstm2,Atp5f1,,,,,,Inpp5k,Bbs7,Tax1bp3,,,,,,,,,
,,,Bicd2,Gm11827,Exoc6b,,,,,,,,,,Ly6h,,,Rps14,Crkl,Xndc1,,,,Slc22a17,,H1fx,,,,Flt1,Pck1,Bst2,,,,,,,Cdr2,ENSMUSG00000118449,Aqp6,7-Sep,Slc22a15,Ccdc96,Rbm6,,,,,,Cpxm1,Gm37581,Atp5j2,,,,,,,,,
,,,Pde4d,Acot3,Trps1,,,,,,,,,,Hnmt,,,Gm11273,Itfg2,AI413582,,,,Rbck1,,Pank4,,,,Nrn1,Gpihbp1,Mup14,,,,,,,Thy1,Dicer1,Atp5h,Grik5,Shmt1,ENSMUSG00000117406,Usmg5,,,,,,Sfrp2,Parp4,Hmgcs1,,,,,,,,,
,,,2310068J16Rik,Tpi1,Rny3,,,,,,,,,,Ppp1r2,,,AC121965.1,Maneal,2010107E04Rik,,,,Nckap5l,,Fads1,,,,Them5,Ccdc84,Pdhb,,,,,,,Impdh1,AW011738,Siae,Pole3,2810001G20Rik,Sin3b,Cct5,,,,,,Rhbdf2,Art5,Gbp7,,,,,,,,,
,,,Sgk2,Pon1,Fam78b,,,,,,,,,,Pcnp,,,Elovl6,Fam160a2,Zbed4,,,,Bcan,,Abcf1,,,,Adgre1,Ddb2,Wisp3,,,,,,,Tinf2,Tia1,Sergef,Rps6ka3,Cacnb4,Zfp384,Hcfc1,,,,,,Pgam2,Rps18,Cs,,,,,,,,,
,,,Sirpa,Pfkfb1,Snhg18,,,,,,,,,,Zc3h7a,,,Gm12191,Ddx23,Iqcc,,,,Ndufs7,,Mast1,,,,8-Mar,Atp13a1,Cd84,,,,,,,Rasgrf1,Kctd12,Rexo2,Morn2,Adgrf5,Cfap157,Paip2,,,,,,Anp32b,Kcmf1,Oraov1,,,,,,,,,
,,,Nnat,D10Jhu81e,Akr1b8,,,,,,,,,,Zfp809,,,Uhrf1bp1,Nup98,2900009J06Rik,,,,Kcp,,Hspa1a,,,,Nipsnap3b,Sema4c,Prnp,,,,,,,Agpat1,Rnpc3,Slc25a39,Fam90a1b,Pgam5,Col8a2,Spns2,,,,,,Trim63,Tcp11l2,Fuom,,,,,,,,,
,,,Nr4a2,Sema3g,Phlda3,,,,,,,,,,Cwc22,,,2410015M20Rik,AC134548.2,Cd59b,,,,Ufd1,,Hmg20b,,,,Gm35986,Zfp949,Serpina1e,,,,,,,Crebzf,4930539J05Rik,Gm15663,Tctex1d4,C330007P06Rik,St8sia2,Phf5a,,,,,,Ndufc1,Lvrn,Hadh,,,,,,,,,
,,,Gpcpd1,Erlec1,9530062K07Rik,,,,,,,,,,Ddx54,,,Hcn3,Gse1,Elof1,,,,Slc6a9,,Wdtc1,,,,Slc10a2,Gabbr1,Ten1,,,,,,,Clpb,A530058N18Rik,Elac2,Ifi27,Wbp4,Rtn4ip1,Gm15920,,,,,,Apod,Gabrr1,Col6a6,,,,,,,,,
,,,Gm9625,Gck,Trmt10a,,,,,,,,,,Lbr,,,Larp4b,Pofut1,Gm44386,,,,Uxs1,,Pold1,,,,9030619P08Rik,Ppp4r1l-ps,Idh1,,,,,,,Has2,Ddit4,2900011O08Rik,Lgals3bp,Kbtbd3,Mns1,Arnt2,,,,,,Washc2,Crebrf,Styx,,,,,,,,,
,,,Scap,Rnase10,Krt7,,,,,,,,,,Lpcat4,,,Rpl34,Pcnt,Ndufa13,,,,Slc4a10,,Hbb-bs,,,,Icam4,Fau,Cxcl9,,,,,,,Cst3,Vps13d,1810037I17Rik,Prmt6,Paqr8,Prelp,Mdh1,,,,,,Calcoco1,Plekhm3,Ddo,,,,,,,,,
,,,Gprc5c,Trim32,Tpgs2,,,,,,,,,,Gm40557,,,Klhl29,Hectd3,Jakmip1,,,,Gm15892,,Smg9,,,,Adipor2,Rasgef1b,Lsm6,,,,,,,Ddah1,Fbxo38,Zbtb44,Zfas1,Sec22b,Cars2,Hsp90aa1,,,,,,Hectd1,Plcd3,Fundc1,,,,,,,,,
,,,Mpdu1,Wnt11,Gm45412,,,,,,,,,,Fam189b,,,Casz1,Fbxo34,Ssna1,,,,Btbd2,,Srf,,,,Lrrc51,Ppp2r2d,Ckap2,,,,,,,Cops7a,Gm37310,4930506C21Rik,Ccdc187,Srpk2,Ubxn11,Pdhb,,,,,,ENSMUSG00000118229,Vamp2,Ak4,,,,,,,,,
,,,Avpi1,Cpm,Mitd1,,,,,,,,,,Il34,,,Usp19,App,Atp6v1f,,,,Mt3,,Lpcat4,,,,Gnmt,Gm44751,Bank1,,,,,,,Lhpp,Shprh,Plod1,Lims2,Slc30a9,Rfx1,Mtx2,,,,,,4933421O10Rik,Pa2g4,Mrpl58,,,,,,,,,
,,,AC163018.1,Pigr,Folh1,,,,,,,,,,Gas2l1,,,Mt3,Notch1,Trappc1,,,,Rell2,,Ccm2,,,,Plcxd2,Gigyf1,Rpe,,,,,,,Exd2,A830073O21Rik,Cyyr1,Hbb-bs,ENSMUSG00000118449,Lrfn4,Ttyh1,,,,,,Smad4,Ank3,Sh3bgr,,,,,,,,,
,,,Slc6a13,Gys1,Rn7sk,,,,,,,,,,Zbtb7a,,,Rpl34-ps1,Hcfc1,Zfp281,,,,Abhd17a,,Aars2,,,,Nusap1,Miga1,Idi1,,,,,,,Atf4,Trove2,Txndc12,Smarca4,Gm17396,C1qb,Pstk,,,,,,Mocos,Dnajc21,Eml1,,,,,,,,,
,,,Gm45447,Itih4,Syde1,,,,,,,,,,Gm8738,,,Cox7c,Naa40,Rpl22,,,,Romo1,,Cope,,,,Rer1,Sntb2,Osbpl9,,,,,,,Aqp11,Taf1,Plp2,Lrrc56,Cntn1,Angptl6,Mrps18c,,,,,,Optn,Crtc2,Cenpf,,,,,,,,,
,,,Ctsf,Psmd3,Rab11fip4,,,,,,,,,,Rpl9,,,Ndufb9,Tap1,5330431K02Rik,,,,Soga3,,Hcn3,,,,Fam136a,Trim11,Fras1,,,,,,,S1pr1,Kl,Gbp5,Rcan2,Tma16,Cep128,Gnaq,,,,,,Tmtc4,Lrrc47,Ncan,,,,,,,,,
