,,,,,,,,,,,,,,,,,,Atp5d,Osbpl7,Acta1,,,,,,,,,,Atad2,,,,,,,,,,,,,,,,,,,,,Gm19056,Oard1,Fancl,,,,,,,,,
,,,,,,,,,,,,,,,,,,Gm14001,Tmem184c,Nr2c2ap,,,,,,,,,,Rbp1,,,,,,,,,,,,,,,,,,,,,Senp1,Cep95,Smarcd1,,,,,,,,,
,,,,,,,,,,,,,,,,,,Ndst1,Hsd17b4,Gm43544,,,,,,,,,,Kcnc3,,,,,,,,,,,,,,,,,,,,,Uqcr10,Dhx36,Zmat5,,,,,,,,,
,,,,,,,,,,,,,,,,,,Tcea1,Zfp646,Swi5,,,,,,,,,,H2-T22,,,,,,,,,,,,,,,,,,,,,Kng2,Gm37305,Capn1,,,,,,,,,
,,,,,,,,,,,,,,,,,,Gm6560,Satb1,Josd2,,,,,,,,,,AB124611,,,,,,,,,,,,,,,,,,,,,Rfc1,Arf1,Nf2,,,,,,,,,
,,,,,,,,,,,,,,,,,,Mt2,Cenpc1,Nudt16l1,,,,,,,,,,Neb,,,,,,,,,,,,,,,,,,,,,Gm19299,Gm44220,Mettl5,,,,,,,,,
,,,,,,,,,,,,,,,,,,Tmem135,Tmx4,Spaca9,,,,,,,,,,Car11,,,,,,,,,,,,,,,,,,,,,Nudt10,5830487J09Rik,Il1rl2,,,,,,,,,
,,,,,,,,,,,,,,,,,,Peg13,Pstpip2,5430405H02Rik,,,,,,,,,,Hat1,,,,,,,,,,,,,,,,,,,,,Ccdc9,Rpl3-ps1,Ntm,,,,,,,,,
,,,,,,,,,,,,,,,,,,Paxip1,Fkrp,Gm47445,,,,,,,,,,Cd81,,,,,,,,,,,,,,,,,,,,,Gm47694,Nudt8,ENSMUSG00000116669,,,,,,,,,
,,,,,,,,,,,,,,,,,,Nhej1,Fam122a,Ccdc85b,,,,,,,,,,Prkra,,,,,,,,,,,,,,,,,,,,,Hspd1,Atxn1l,Pfkfb1,,,,,,,,,
,,,,,,,,,,,,,,,,,,Naxe,Pcdhgb7,ENSMUSG00000116898,,,,,,,,,,Gmcl1,,,,,,,,,,,,,,,,,,,,,Dis3,Osgep,Pfkp,,,,,,,,,
,,,,,,,,,,,,,,,,,,Gm13861,BC024139,Mir3473d,,,,,,,,,,Prrc2a,,,,,,,,,,,,,,,,,,,,,Gm21781,Aldh7a1,Atp5b,,,,,,,,,
,,,,,,,,,,,,,,,,,,Bloc1s2,N4bp1,C1qc,,,,,,,,,,Suox,,,,,,,,,,,,,,,,,,,,,Plcd4,Ctps,Emp3,,,,,,,,,
,,,,,,,,,,,,,,,,,,Smim12,Fam217b,Mrps10,,,,,,,,,,Brpf1,,,,,,,,,,,,,,,,,,,,,Paox,Impdh1,Ackr3,,,,,,,,,
,,,,,,,,,,,,,,,,,,Timm17b,Pkd1,mt-Nd1,,,,,,,,,,Trim62,,,,,,,,,,,,,,,,,,,,,Cisd2,Set,Kera,,,,,,,,,
,,,,,,,,,,,,,,,,,,Plekha7,Tor1aip1,Gab3,,,,,,,,,,Ccdc91,,,,,,,,,,,,,,,,,,,,,Mapkapk3,Tigd2,Prrt4,,,,,,,,,
,,,,,,,,,,,,,,,,,,Gm1673,Rcan3,Ccar1,,,,,,,,,,4632428C04Rik,,,,,,,,,,,,,,,,,,,,,0610009L18Rik,6720427I07Rik,Slc16a3,,,,,,,,,
,,,,,,,,,,,,,,,,,,Gm45060,Tnc,Gm8623,,,,,,,,,,Slc38a10,,,,,,,,,,,,,,,,,,,,,Rngtt,Tbx1,Ucp2,,,,,,,,,
,,,,,,,,,,,,,,,,,,Mrpl49,A230103J11Rik,5031425E22Rik,,,,,,,,,,Pgam5,,,,,,,,,,,,,,,,,,,,,Ubn2,Arcn1,Txn2,,,,,,,,,
,,,,,,,,,,,,,,,,,,Rps19bp1,Rnf34,Mcrip1,,,,,,,,,,Pou2f1,,,,,,,,,,,,,,,,,,,,,Zfp467,Ddb2,Slc39a9,,,,,,,,,
,,,,,,,,,,,,,,,,,,Pik3ca,Arhgap23,Prcp,,,,,,,,,,Vrk3,,,,,,,,,,,,,,,,,,,,,Cox5b,Dgkd,Ppp2cb,,,,,,,,,
,,,,,,,,,,,,,,,,,,Plxnc1,Slain1,Zfp975,,,,,,,,,,ENSMUSG00000116564,,,,,,,,,,,,,,,,,,,,,Otulin,Sdk1,Psme2b,,,,,,,,,
,,,,,,,,,,,,,,,,,,Ndufb11,Cog1,Tmbim4,,,,,,,,,,Gm27216,,,,,,,,,,,,,,,,,,,,,2610507B11Rik,Osbpl1a,Lgals9,,,,,,,,,
,,,,,,,,,,,,,,,,,,Gga2,Kank1,Gm37899,,,,,,,,,,Drg2,,,,,,,,,,,,,,,,,,,,,Ikzf5,Gssos1,Alkbh7,,,,,,,,,
,,,,,,,,,,,,,,,,,,Mms19,Tmem145,Ifi27l2a,,,,,,,,,,8430422M14Rik,,,,,,,,,,,,,,,,,,,,,Ap3b1,E030022I16Rik,Gm28439,,,,,,,,,
,,,,,,,,,,,,,,,,,,Klf13,Edc3,Gm36287,,,,,,,,,,Il13ra1,,,,,,,,,,,,,,,,,,,,,Srsf11,Hmgb2,Crispld2,,,,,,,,,
,,,,,,,,,,,,,,,,,,Slc19a2,Gfra2,Gm25395,,,,,,,,,,Ushbp1,,,,,,,,,,,,,,,,,,,,,Mapre1,Cabp4,Gm42670,,,,,,,,,
,,,,,,,,,,,,,,,,,,Syt13,Elovl2,Uqcrq,,,,,,,,,,Ifit2,,,,,,,,,,,,,,,,,,,,,Ncor1,Rp1,AC158554.1,,,,,,,,,
,,,,,,,,,,,,,,,,,,Gm5173,Atg14,Prorsd1,,,,,,,,,,Plcd3,,,,,,,,,,,,,,,,,,,,,Mmp23,Abce1,Mutyh,,,,,,,,,
,,,,,,,,,,,,,,,,,,Phf5a,Rgma,Gm2614,,,,,,,,,,Pdcl,,,,,,,,,,,,,,,,,,,,,Gm5113,Ddx49,Dnmt3l,,,,,,,,,
,,,,,,,,,,,,,,,,,,Rexo1,Clip1,Cryba2,,,,,,,,,,Tmem70,,,,,,,,,,,,,,,,,,,,,Dhodh,Zbtb34,Chrne,,,,,,,,,
,,,,,,,,,,,,,,,,,,Ttc9b,Slc39a11,Gm42972,,,,,,,,,,Dusp19,,,,,,,,,,,,,,,,,,,,,Gm6560,Slc7a2,Krt23,,,,,,,,,
,,,,,,,,,,,,,,,,,,Qrich1,Sh3bp5,Fxyd7,,,,,,,,,,Faah,,,,,,,,,,,,,,,,,,,,,Dusp19,Hps3,Gm20075,,,,,,,,,
,,,,,,,,,,,,,,,,,,Sv2c,Pak2,5033404E19Rik,,,,,,,,,,Ugt3a2,,,,,,,,,,,,,,,,,,,,,Deptor,Gm5905,Pon2,,,,,,,,,
,,,,,,,,,,,,,,,,,,Polr1d,Eif3a,Clta,,,,,,,,,,Dpt,,,,,,,,,,,,,,,,,,,,,Arih2,Zfp398,Rnd3,,,,,,,,,
,,,,,,,,,,,,,,,,,,Nfkb1,Surf6,Gm7846,,,,,,,,,,Itih3,,,,,,,,,,,,,,,,,,,,,Sult1a1,Tars,Adgb,,,,,,,,,
,,,,,,,,,,,,,,,,,,Stim1,Cdkn2aip,Gm44745,,,,,,,,,,Rps21,,,,,,,,,,,,,,,,,,,,,Usp7,Gm43488,Cuta,,,,,,,,,
,,,,,,,,,,,,,,,,,,Kdm3a,Nanos2,Myh7,,,,,,,,,,Iqcg,,,,,,,,,,,,,,,,,,,,,Plekha2,Eny2,Cep55,,,,,,,,,
,,,,,,,,,,,,,,,,,,Gm43167,Ift172,Myl12a,,,,,,,,,,Abcd2,,,,,,,,,,,,,,,,,,,,,Myoz3,9330162G02Rik,Aagab,,,,,,,,,
,,,,,,,,,,,,,,,,,,Fzd7,Mgat3,Mrps22,,,,,,,,,,Mtnr1a,,,,,,,,,,,,,,,,,,,,,Ik,Phf12,Asah2,,,,,,,,,
,,,,,,,,,,,,,,,,,,Gm37640,Arfgap2,Gxylt2,,,,,,,,,,Ap3s2,,,,,,,,,,,,,,,,,,,,,Lrrc20,Scaf8,Srgap2,,,,,,,,,
,,,,,,,,,,,,,,,,,,Dnmt1,Gm44256,Bri3,,,,,,,,,,Hnf4aos,,,,,,,,,,,,,,,,,,,,,Slc38a10,Ankra2,Mecr,,,,,,,,,
,,,,,,,,,,,,,,,,,,Vgll4,A330015K06Rik,E130114P18Rik,,,,,,,,,,Zfp516,,,,,,,,,,,,,,,,,,,,,Npr3,Gm12712,Nln,,,,,,,,,
,,,,,,,,,,,,,,,,,,Rnaseh2a,Dzip1l,mt-Co2,,,,,,,,,,0610009B22Rik,,,,,,,,,,,,,,,,,,,,,Oxnad1,Cdv3,Ndufa4,,,,,,,,,
,,,,,,,,,,,,,,,,,,Gm38120,Tm9sf2,Mtx1,,,,,,,,,,Csnk1d,,,,,,,,,,,,,,,,,,,,,Opn1mw,Rtf1,Scn1b,,,,,,,,,
,,,,,,,,,,,,,,,,,,0610010K14Rik,Fbxl19,Pfn1,,,,,,,,,,Mon2,,,,,,,,,,,,,,,,,,,,,Plppr4,BC003331,Nck1,,,,,,,,,
,,,,,,,,,,,,,,,,,,Park7,Itga9,Nme4,,,,,,,,,,Bbs1,,,,,,,,,,,,,,,,,,,,,Fsd1l,4931431B13Rik,Lyn,,,,,,,,,
,,,,,,,,,,,,,,,,,,Cemip,Zrsr1,ENSMUSG00000117786,,,,,,,,,,Kif23,,,,,,,,,,,,,,,,,,,,,D430041D05Rik,Gm37447,Gm47863,,,,,,,,,
,,,,,,,,,,,,,,,,,,Eid1,Saraf,Gm4017,,,,,,,,,,Rnf13,,,,,,,,,,,,,,,,,,,,,Klhl41,Tbc1d31,Mxra7,,,,,,,,,
,,,,,,,,,,,,,,,,,,2900042K21Rik,Tug1,Eri2,,,,,,,,,,Ctsl,,,,,,,,,,,,,,,,,,,,,Blvra,A930027P06Rik,Chd3,,,,,,,,,
,,,,,,,,,,,,,,,,,,Abcg1,Gm20075,Gm20300,,,,,,,,,,Tbcel,,,,,,,,,,,,,,,,,,,,,Gm14216,A930004J17Rik,Zfp57,,,,,,,,,
,,,,,,,,,,,,,,,,,,Ssu72,Tmbim1,Pih1d1,,,,,,,,,,Rprd2,,,,,,,,,,,,,,,,,,,,,Cox4i1,Gm44667,Chek2,,,,,,,,,
,,,,,,,,,,,,,,,,,,Gm37331,Tgfbi,Gm16365,,,,,,,,,,Gprc5d,,,,,,,,,,,,,,,,,,,,,Emp1,Pnmt,Tbc1d9,,,,,,,,,
,,,,,,,,,,,,,,,,,,Bex1,Eef1a2,Polr2c,,,,,,,,,,Pla1a,,,,,,,,,,,,,,,,,,,,,Gsap,Hoxa11os,Man1c1,,,,,,,,,
,,,,,,,,,,,,,,,,,,Hnrnph2,Ttll8,Ly6g6d,,,,,,,,,,Tefm,,,,,,,,,,,,,,,,,,,,,Noc2l,Nova1,Slc38a4,,,,,,,,,
,,,,,,,,,,,,,,,,,,Gm45130,Yeats2,D130007C19Rik,,,,,,,,,,Grasp,,,,,,,,,,,,,,,,,,,,,Pctp,Dglucy,Acot8,,,,,,,,,
,,,,,,,,,,,,,,,,,,Lrrc41,Mbd2,Mrps9,,,,,,,,,,Chst15,,,,,,,,,,,,,,,,,,,,,Nudt21,1110003F10Rik,Laptm4b,,,,,,,,,
,,,,,,,,,,,,,,,,,,Ankrd9,Nap1l2,2510002D24Rik,,,,,,,,,,Mterf2,,,,,,,,,,,,,,,,,,,,,Brk1,Sestd1,Phf11d,,,,,,,,,
,,,,,,,,,,,,,,,,,,Gprin2,Asf1b,4930453N24Rik,,,,,,,,,,Gcgr,,,,,,,,,,,,,,,,,,,,,Slfn5,Lemd3,Tmem45b,,,,,,,,,
,,,,,,,,,,,,,,,,,,Ddx6,Ptcd3,Fn3k,,,,,,,,,,Ptp4a2,,,,,,,,,,,,,,,,,,,,,Bag2,Exosc8,B4galt2,,,,,,,,,
,,,,,,,,,,,,,,,,,,Gm44242,Igf1r,Ly6h,,,,,,,,,,Cenpi,,,,,,,,,,,,,,,,,,,,,Spns3,Rlf,mt-Co2,,,,,,,,,
,,,,,,,,,,,,,,,,,,Srp19,Zfp652,Brcc3,,,,,,,,,,Hccs,,,,,,,,,,,,,,,,,,,,,Lrpprc,Mbnl1,Mfap3l,,,,,,,,,
,,,,,,,,,,,,,,,,,,Ocel1,Gm15720,Myl12b,,,,,,,,,,Fxyd3,,,,,,,,,,,,,,,,,,,,,2810414N06Rik,Ccs,Id2,,,,,,,,,
,,,,,,,,,,,,,,,,,,Plekhm3,Hps3,Gm37027,,,,,,,,,,Ier2,,,,,,,,,,,,,,,,,,,,,Bcl2l11,Cd46,Plod1,,,,,,,,,
,,,,,,,,,,,,,,,,,,Gucy1a2,AC160637.1,Gm42664,,,,,,,,,,Nup155,,,,,,,,,,,,,,,,,,,,,Ppp2r2d,Ugp2,Igfbp5,,,,,,,,,
,,,,,,,,,,,,,,,,,,Ptges3,Sec31b,D3Ertd751e,,,,,,,,,,Timm8b,,,,,,,,,,,,,,,,,,,,,Med15,Hmbox1,Nus1,,,,,,,,,
,,,,,,,,,,,,,,,,,,Rps6ka4,Gm25604,Gm17823,,,,,,,,,,Tesk1,,,,,,,,,,,,,,,,,,,,,Taf1,Ass1,Gabrd,,,,,,,,,
,,,,,,,,,,,,,,,,,,Nudt14,Map4,Lsm10,,,,,,,,,,Sec23a,,,,,,,,,,,,,,,,,,,,,Nop14,Lrrc51,Uhrf1bp1,,,,,,,,,
,,,,,,,,,,,,,,,,,,Eif1b,Smyd3,ENSMUSG00000117187,,,,,,,,,,Nsun5,,,,,,,,,,,,,,,,,,,,,Fcho2,4930511E03Rik,Gm5540,,,,,,,,,
,,,,,,,,,,,,,,,,,,Slc11a2,Gm15918,Mir6236,,,,,,,,,,Cers4,,,,,,,,,,,,,,,,,,,,,Igf2r,Casp2,Acadm,,,,,,,,,
,,,,,,,,,,,,,,,,,,Ncstn,Ces1e,ENSMUSG00000117648,,,,,,,,,,Tcaim,,,,,,,,,,,,,,,,,,,,,Errfi1,9330151L19Rik,Srgn,,,,,,,,,
,,,,,,,,,,,,,,,,,,Bex2,Kdm1a,Phb2,,,,,,,,,,Dcaf7,,,,,,,,,,,,,,,,,,,,,Gm33543,Bik,Mfsd13a,,,,,,,,,
,,,,,,,,,,,,,,,,,,Cmc4,Cyb5d1,Gm12350,,,,,,,,,,Gm13443,,,,,,,,,,,,,,,,,,,,,Nes,AU019823,BC025920,,,,,,,,,
,,,,,,,,,,,,,,,,,,Ppp1r26,Nbeal2,Rpl35a-ps7,,,,,,,,,,Cables2,,,,,,,,,,,,,,,,,,,,,Uqcrq,Ccnt1,Spryd4,,,,,,,,,
,,,,,,,,,,,,,,,,,,Tbcel,Tmem214,Pop7,,,,,,,,,,Fam134b,,,,,,,,,,,,,,,,,,,,,Ddx42,Gm26660,Acsf2,,,,,,,,,
,,,,,,,,,,,,,,,,,,Ebp,Ing5,mt-Nd3,,,,,,,,,,Sharpin,,,,,,,,,,,,,,,,,,,,,Psph,Kansl2-ps,ENSMUSG00000117992,,,,,,,,,
,,,,,,,,,,,,,,,,,,Twf2,Alg2,Gm44027,,,,,,,,,,Sppl2b,,,,,,,,,,,,,,,,,,,,,Pex7,Plekhb1,Fndc10,,,,,,,,,
,,,,,,,,,,,,,,,,,,Gm43665,AC154760.1,Gm28578,,,,,,,,,,Glo1,,,,,,,,,,,,,,,,,,,,,AC123061.1,Dnajc13,G730003C15Rik,,,,,,,,,
,,,,,,,,,,,,,,,,,,Gm43373,Aqr,Gm42722,,,,,,,,,,Prkaa2,,,,,,,,,,,,,,,,,,,,,Selenbp1,Lmln,Pdk3,,,,,,,,,
,,,,,,,,,,,,,,,,,,Ddrgk1,9530068E07Rik,1110008F13Rik,,,,,,,,,,Echdc1,,,,,,,,,,,,,,,,,,,,,Ctdspl2,Gpatch4,Fam189b,,,,,,,,,
,,,,,,,,,,,,,,,,,,Pdf,Zc3h13,Rexo2,,,,,,,,,,Gm11517,,,,,,,,,,,,,,,,,,,,,Eif3e,Dcp1b,10-Sep,,,,,,,,,
,,,,,,,,,,,,,,,,,,Ifrd1,Ezr,Itpr2,,,,,,,,,,Ndufaf2,,,,,,,,,,,,,,,,,,,,,Gnb3,Gm16439,Gm13443,,,,,,,,,
,,,,,,,,,,,,,,,,,,Vdac3,Irf2bpl,Ssh2,,,,,,,,,,Ap5s1,,,,,,,,,,,,,,,,,,,,,Oser1,Numa1,Ncapd2,,,,,,,,,
,,,,,,,,,,,,,,,,,,Ccdc181,Ccdc126,Gm2a,,,,,,,,,,Cox7a1,,,,,,,,,,,,,,,,,,,,,Acat3,Gm6472,Gpr157,,,,,,,,,
,,,,,,,,,,,,,,,,,,Gm7336,Umad1,Lamtor5,,,,,,,,,,Abce1,,,,,,,,,,,,,,,,,,,,,Bcl6b,Gm36756,Aspn,,,,,,,,,
,,,,,,,,,,,,,,,,,,Psmd10,Prep,Lrmda,,,,,,,,,,Ptprs,,,,,,,,,,,,,,,,,,,,,Pxmp2,Sel1l,Gm16183,,,,,,,,,
,,,,,,,,,,,,,,,,,,Spata24,Pknox2,Gm44090,,,,,,,,,,Tfb1m,,,,,,,,,,,,,,,,,,,,,Bola3,Gria2,Camsap3,,,,,,,,,
,,,,,,,,,,,,,,,,,,Gm44541,Adhfe1,Gm43229,,,,,,,,,,2610301B20Rik,,,,,,,,,,,,,,,,,,,,,Plekhm2,AW554918,Crat,,,,,,,,,
,,,,,,,,,,,,,,,,,,Ctxn1,Mtor,3300002P13Rik,,,,,,,,,,Ptpro,,,,,,,,,,,,,,,,,,,,,Arc,Catsperg1,Suox,,,,,,,,,
,,,,,,,,,,,,,,,,,,H2afy,Stk39,Fbxo33,,,,,,,,,,Hsf1,,,,,,,,,,,,,,,,,,,,,Bcat2,Gpm6a,Acad9,,,,,,,,,
,,,,,,,,,,,,,,,,,,Mthfsl,Ttc8,Gtf2a2,,,,,,,,,,Dopey2,,,,,,,,,,,,,,,,,,,,,Paip2b,Nfat5,Ulbp1,,,,,,,,,
,,,,,,,,,,,,,,,,,,Immp2l,Traf7,Rbm6,,,,,,,,,,Gps2,,,,,,,,,,,,,,,,,,,,,Aldh1a1,Rnf13,Dnm1l,,,,,,,,,
,,,,,,,,,,,,,,,,,,Bax,Sos2,D230022J07Rik,,,,,,,,,,Smurf1,,,,,,,,,,,,,,,,,,,,,Rtn4,Stk25,Actg2,,,,,,,,,
,,,,,,,,,,,,,,,,,,Acat1,Slc39a7,Gm43984,,,,,,,,,,Cd300e,,,,,,,,,,,,,,,,,,,,,Zfp746,Kdm3b,Rsl24d1,,,,,,,,,
,,,,,,,,,,,,,,,,,,Sf3b3,Nr2e1,Dhrs1,,,,,,,,,,Gpld1,,,,,,,,,,,,,,,,,,,,,Irak1,Hnrnpab,Hrasls,,,,,,,,,
,,,,,,,,,,,,,,,,,,Gm40828,Zfp970,Gm3696,,,,,,,,,,Ppp1r42,,,,,,,,,,,,,,,,,,,,,Firre,Spcs2,Gm4430,,,,,,,,,
,,,,,,,,,,,,,,,,,,Atp8b2,Pdgfrb,Gm29521,,,,,,,,,,Dennd3,,,,,,,,,,,,,,,,,,,,,Fras1,Gstm7,Oma1,,,,,,,,,
,,,,,,,,,,,,,,,,,,Gpx3,Gm10509,Ap4b1,,,,,,,,,,Eif5b,,,,,,,,,,,,,,,,,,,,,Peg3,Ubtf,Mylpf,,,,,,,,,
,,,,,,,,,,,,,,,,,,Srebf1,Zswim8,Rpl36-ps7,,,,,,,,,,Zcwpw1,,,,,,,,,,,,,,,,,,,,,Gm42918,Cpne6,Slfn3,,,,,,,,,
,,,,,,,,,,,,,,,,,,Lrrfip2,Slc35g1,Pcbd1,,,,,,,,,,Camsap3,,,,,,,,,,,,,,,,,,,,,Cep41,Kctd20,Rsph3b,,,,,,,,,
,,,,,,,,,,,,,,,,,,mt-Rnr2,BC005537,Cd86,,,,,,,,,,Gm36251,,,,,,,,,,,,,,,,,,,,,Cpz,Osbp2,Zfr2,,,,,,,,,
,,,,,,,,,,,,,,,,,,Gm5415,Gfra1,Wnt4,,,,,,,,,,Ttc23,,,,,,,,,,,,,,,,,,,,,Ptgds,Cdc73,Csdc2,,,,,,,,,
,,,,,,,,,,,,,,,,,,Gm19409,Sh3bp4,2900079G21Rik,,,,,,,,,,Eif4a1,,,,,,,,,,,,,,,,,,,,,Ddx5,Uimc1,2310065F04Rik,,,,,,,,,
,,,,,,,,,,,,,,,,,,Fam216a,Tbc1d14,Cenpm,,,,,,,,,,2-Mar,,,,,,,,,,,,,,,,,,,,,Mrpl39,Tekt1,Gm10643,,,,,,,,,
,,,,,,,,,,,,,,,,,,Rpl9,Ubr1,6430503K07Rik,,,,,,,,,,Zwint,,,,,,,,,,,,,,,,,,,,,Mlst8,S1pr1,Sec11a,,,,,,,,,
,,,,,,,,,,,,,,,,,,Spata2,Gm4202,Acy1,,,,,,,,,,Mmp14,,,,,,,,,,,,,,,,,,,,,Prpf4b,Spen,Ppm1j,,,,,,,,,
,,,,,,,,,,,,,,,,,,Psma7,Champ1,Rwdd1,,,,,,,,,,Thap6,,,,,,,,,,,,,,,,,,,,,Foxo6,Dnajb6,Lacc1,,,,,,,,,
,,,,,,,,,,,,,,,,,,Kansl2,Gm4875,Ndufaf5,,,,,,,,,,Rab3gap1,,,,,,,,,,,,,,,,,,,,,Lbp,Tmf1,Gm36371,,,,,,,,,
,,,,,,,,,,,,,,,,,,Sf3b2,Tmcc2,Ccdc163,,,,,,,,,,Ddx54,,,,,,,,,,,,,,,,,,,,,Elf3,Phf24,Vdac1,,,,,,,,,
,,,,,,,,,,,,,,,,,,Smad9,St6galnac6,Trmt112-ps2,,,,,,,,,,Blnk,,,,,,,,,,,,,,,,,,,,,Ptgdr2,Zfp110,Kntc1,,,,,,,,,
,,,,,,,,,,,,,,,,,,Arl10,Gpr156,1810059H22Rik,,,,,,,,,,Ralb,,,,,,,,,,,,,,,,,,,,,Gm27002,1700027J07Rik,Dnajc22,,,,,,,,,
,,,,,,,,,,,,,,,,,,Mrps6,Gorasp2,Opalin,,,,,,,,,,Srp19,,,,,,,,,,,,,,,,,,,,,Gm48558,Gm48653,Msl3,,,,,,,,,
,,,,,,,,,,,,,,,,,,Arid3b,Pfkm,Defb25,,,,,,,,,,Nek2,,,,,,,,,,,,,,,,,,,,,Gm47155,Lpin1,Ipo8,,,,,,,,,
,,,,,,,,,,,,,,,,,,Tmed1,Pcna,Cox6a2,,,,,,,,,,Aspg,,,,,,,,,,,,,,,,,,,,,Zfp68,Gm9625,Itgb3bp,,,,,,,,,
,,,,,,,,,,,,,,,,,,Rimbp2,Tuft1,Thg1l,,,,,,,,,,Cyth4,,,,,,,,,,,,,,,,,,,,,Lactb2,Dnajc8,Ufc1,,,,,,,,,
,,,,,,,,,,,,,,,,,,mt-Cytb,Nub1,Rab26os,,,,,,,,,,Ufm1,,,,,,,,,,,,,,,,,,,,,Eef1b2,Usp40,Pccb,,,,,,,,,
,,,,,,,,,,,,,,,,,,AW112010,Pex26,AC122035.2,,,,,,,,,,Kif15,,,,,,,,,,,,,,,,,,,,,Tomm5,Zkscan17,Efna4,,,,,,,,,
,,,,,,,,,,,,,,,,,,Cd200,Cdan1,Zfhx3,,,,,,,,,,Tmem191c,,,,,,,,,,,,,,,,,,,,,Pih1d1,BC060293,Mob4,,,,,,,,,
,,,,,,,,,,,,,,,,,,Znhit2,Sostdc1,Eva1b,,,,,,,,,,F3,,,,,,,,,,,,,,,,,,,,,Hnrnpul2,Plekha5,Pomc,,,,,,,,,
,,,,,,,,,,,,,,,,,,Vcp,Tapt1,Cenps,,,,,,,,,,Atp6v0c,,,,,,,,,,,,,,,,,,,,,Cpsf7,Abca8a,2-Mar,,,,,,,,,
,,,,,,,,,,,,,,,,,,Car11,Rhbdl3,Dph6,,,,,,,,,,Wbp11,,,,,,,,,,,,,,,,,,,,,Mef2a,Tmem5,Rxfp2,,,,,,,,,
,,,,,,,,,,,,,,,,,,Gdi1,Gm12428,Gm7467,,,,,,,,,,Dynlrb1,,,,,,,,,,,,,,,,,,,,,Msantd3,Grik5,Samm50,,,,,,,,,
,,,,,,,,,,,,,,,,,,Lbhd2,Rnf38,Fkbp1a,,,,,,,,,,Gm34667,,,,,,,,,,,,,,,,,,,,,Chst1,Cnot10,Narfl,,,,,,,,,
,,,,,,,,,,,,,,,,,,Gm42992,Podn,Cycs,,,,,,,,,,Ifi27l2b,,,,,,,,,,,,,,,,,,,,,Tsc22d1,Tbp,Otop1,,,,,,,,,
,,,,,,,,,,,,,,,,,,Med15,Asph,Psmb4,,,,,,,,,,Gtf2b,,,,,,,,,,,,,,,,,,,,,Smtnl2,Rbm5,Fam162a,,,,,,,,,
,,,,,,,,,,,,,,,,,,Sympk,Hmgxb3,Ccnd1,,,,,,,,,,Mroh1,,,,,,,,,,,,,,,,,,,,,Zrsr2,Zfp369,Gm11816,,,,,,,,,
,,,,,,,,,,,,,,,,,,Trir,Gclm,Rabep1,,,,,,,,,,1700001L05Rik,,,,,,,,,,,,,,,,,,,,,Gm10851,2610037D02Rik,Aig1,,,,,,,,,
,,,,,,,,,,,,,,,,,,Rps9,Peli3,Ubc,,,,,,,,,,Ewsr1,,,,,,,,,,,,,,,,,,,,,Mycbp2,Fpgt,Capza2,,,,,,,,,
,,,,,,,,,,,,,,,,,,Trip4,Lhfpl3,Gm43795,,,,,,,,,,Dhfr,,,,,,,,,,,,,,,,,,,,,Gnl3,Cog1,Aven,,,,,,,,,
,,,,,,,,,,,,,,,,,,Rpl7-ps7,ENSMUSG00000118537,Ccpg1,,,,,,,,,,Myc,,,,,,,,,,,,,,,,,,,,,Commd1,Rbm39,2610044O15Rik8,,,,,,,,,
,,,,,,,,,,,,,,,,,,Wdr27,Smc3,Gm15579,,,,,,,,,,C8g,,,,,,,,,,,,,,,,,,,,,Slco4a1,Gpr1,Selplg,,,,,,,,,
,,,,,,,,,,,,,,,,,,Pigb,Tnk2,Apex1,,,,,,,,,,Tomm5,,,,,,,,,,,,,,,,,,,,,Sdha,Incenp,Gm13610,,,,,,,,,
,,,,,,,,,,,,,,,,,,Vps51,Dpf2,Abhd11os,,,,,,,,,,Nectin1,,,,,,,,,,,,,,,,,,,,,Tsen34,1810032O08Rik,Usp18,,,,,,,,,
,,,,,,,,,,,,,,,,,,1110065P20Rik,Mdga1,Krt2,,,,,,,,,,Ypel5,,,,,,,,,,,,,,,,,,,,,Usp4,Dctn2,Adss,,,,,,,,,
,,,,,,,,,,,,,,,,,,Hsd3b7,Coch,Zfp35,,,,,,,,,,Atp6v1h,,,,,,,,,,,,,,,,,,,,,Ddx59,Mark4,Oas3,,,,,,,,,
,,,,,,,,,,,,,,,,,,Gm47135,Cyb561d1,Cpa2,,,,,,,,,,Ttc19,,,,,,,,,,,,,,,,,,,,,Ckmt2,Slc35f5,Spats2l,,,,,,,,,
,,,,,,,,,,,,,,,,,,Polr2a,Cldn19,Gm5124,,,,,,,,,,Sh3bgrl,,,,,,,,,,,,,,,,,,,,,Snrnp35,Spata5l1,Samd14,,,,,,,,,
,,,,,,,,,,,,,,,,,,Slbp,Smad2,Ubxn1,,,,,,,,,,Fam126b,,,,,,,,,,,,,,,,,,,,,Ndufb8,Safb,Cptp,,,,,,,,,
,,,,,,,,,,,,,,,,,,Hdgfl3,Pdgfra,Rnf113a1,,,,,,,,,,Mir3968,,,,,,,,,,,,,,,,,,,,,Tmem14a,Gm10644,Gm28661,,,,,,,,,
,,,,,,,,,,,,,,,,,,Fam126b,Ogfod1,Mcts2,,,,,,,,,,Slc9a1,,,,,,,,,,,,,,,,,,,,,Apobec2,Wdr90,Scrn2,,,,,,,,,
